session_id,user_id,post_id,creator_id,referrer_platform,utm_source,utm_medium,utm_campaign,utm_content,landing_page,session_start_ts,device,country,city,ip_anonymized,pageviews,bounce,time_on_site_sec,clicked_signup,gclid
SZLN5N4XM,UTZOE4K4M,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-11T17:47:39.976391+00:00Z,Android,GB,Manchester,192.0.2.90,1,False,70,False,
STUI3RFQQ,U5U5MD3HZ,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/,2025-04-12T06:08:40.541953+00:00Z,iOS,GB,Dublin,192.0.2.222,1,False,12,False,
SHXKKH7LL,UQCDA4VLS,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/,2025-04-12 12:59:26,iOS,GB,Madrid,192.0.2.97,1,False,23,False,
SNMFSTY9X,UY0X3DFND,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/pricing,13/04/2025 05:17,iOS,GB,Birmingham,192.0.2.32,2,False,80,True,
S2E6GMWLJ,U8OGC7B90,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/blog/creator-stories,2025-04-12T01:06:05.583483+00:00Z,Android,GB,Madrid,192.0.2.186,1,False,25,False,
S8Z4ZVSQQ,UD6EBRHNE,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/features/tap-to-pay,12/04/2025 12:06,Android,GB,Leeds,192.0.2.237,1,False,37,False,
S2323HWHV,UIQC3RY4E,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,12/04/2025 18:00,iOS,GB,Manchester,192.0.2.151,4,False,76,True,
SXRSIP8IV,UU7I94Q57,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-12 04:07:44,iOS,GB,London,192.0.2.220,1,False,67,False,
SLQSYNQR2,USOF1P7V1,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-11T14:28:46.025456+00:00Z,iOS,GB,Glasgow,192.0.2.146,1,True,11,False,
SC9I1A9AC,U9X19PZMW,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-11 13:05:42,Android,GB,Manchester,192.0.2.222,1,False,31,False,GZ190J39M56
SWBS3MYOL,UL1JD2KYK,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-11 21:21:32,iOS,GB,Glasgow,192.0.2.16,3,False,4,False,
S2VWH8523,UBDS663IR,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/features/tap-to-pay,2025-04-11 15:29:04,Android,GB,Madrid,192.0.2.222,3,False,38,False,
S9IFEHZ3T,UXEJX0F0R,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-13 06:33:34,iOS,GB,Birmingham,192.0.2.205,4,False,3,False,
S4B36U45U,U4EXVGCKX,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/features/tap-to-pay,2025-04-13 07:35:32,Desktop,GB,Dublin,192.0.2.98,4,False,17,False,
SFQCXS9DB,U7MMYJ3UJ,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-11 10:45:24,Desktop,United Kingdom,Madrid,192.0.2.93,1,False,35,False,
SSPI8II73,U3NVQ2TMK,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/features/tap-to-pay,2025-04-13 00:34:45,iOS,ES,Manchester,192.0.2.158,2,False,18,False,
SBOMFY5MY,U77LAWYQD,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-12 04:47:50,iOS,ES,Birmingham,192.0.2.33,1,False,24,False,
SJ9D69WJR,UX5TFM6QN,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-12T11:39:55.564254+00:00Z,iOS,United Kingdom,Glasgow,192.0.2.53,4,False,4,False,G04M6H2LQSW
SZMAA1Z24,UB6F9PGPH,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/pricing,12/04/2025 04:40,Android,GB,Glasgow,192.0.2.127,1,False,13,False,GD3H7QXK0IZ
SGTOBHEV2,UXJIO0S8A,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/features/tap-to-pay,12/04/2025 20:26,iOS,GB,Birmingham,192.0.2.155,1,False,72,False,
S0BN3YF3N,UTV9PQMXL,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-13 00:06:49,iOS,United Kingdom,Manchester,192.0.2.23,1,False,29,False,GQ6BIWVERU2
S79UFUXNG,U1TU5F9I8,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/,2025-04-11 19:53:49,iOS,GB,Birmingham,192.0.2.251,1,True,8,False,
SRTZZXPKP,UMZPGG3BG,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-12T03:47:21.029467+00:00Z,iOS,GB,London,192.0.2.91,2,False,62,True,
SSXMD00TB,U5IJYYSDL,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/blog/creator-stories,13/04/2025 02:23,iOS,GB,Madrid,192.0.2.45,1,False,36,False,
SIMFW6AGN,U2OOCM2X3,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/pricing,2025-04-11 11:48:22,Android,GB,Dublin,192.0.2.248,2,False,79,True,
S7FYBQFES,U5PDKXDCF,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-12T18:28:05.814591+00:00Z,iOS,GB,London,192.0.2.247,2,False,19,False,
SW554H7XS,UKK8425OI,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/features/tap-to-pay,13/04/2025 02:38,iOS,United Kingdom,Manchester,192.0.2.188,1,False,113,False,
SUR3F4O7A,UP1SO8YEA,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-12 18:41:32,Android,GB,Leeds,192.0.2.79,1,False,42,False,G0PHRJLFEJE
SI0IGJR9D,UVL24ETZY,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,11/04/2025 12:47,iOS,GB,Birmingham,192.0.2.133,2,False,87,True,
SRS5CFI2M,UW17CURWL,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/pricing,2025-04-12 08:12:25,iOS,IE,London,192.0.2.81,1,False,32,False,
SC6COHQG8,U7M141XFJ,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-12T11:25:33.738040+00:00Z,Android,GB,Birmingham,192.0.2.177,1,True,42,False,
SJJY5ISH4,UJUFD64N3,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,1744435053571,Android,GB,Manchester,192.0.2.90,1,False,21,False,
SIGJ6FMJ6,U2XAF6SUK,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-13 05:37:01,Desktop,ES,Manchester,192.0.2.212,1,False,12,False,
S6CLHY6YS,U7TFCKDU7,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/blog/creator-stories,12/04/2025 19:02,Android,United Kingdom,Madrid,192.0.2.65,1,False,17,False,
SVVXE1BCG,U6DA9H03C,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-12T14:47:52.004427+00:00Z,Desktop,GB,Manchester,192.0.2.126,2,False,25,False,
SDVDN9QXG,UDD174WPM,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/features/tap-to-pay,12/04/2025 21:12,iOS,GB,London,192.0.2.126,1,False,44,False,
SH61YNKOP,UCESJ2EEF,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/,12/04/2025 14:52,Android,IE,Glasgow,192.0.2.15,2,False,44,False,
S6L8FX5ET,UUWXX5HAJ,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/blog/creator-stories,2025-04-12T22:01:38.909703+00:00Z,Desktop,GB,Birmingham,192.0.2.156,1,False,15,False,
SGSYWF2CX,ULEOMRJMK,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,1744418369044,Android,GB,Birmingham,192.0.2.132,1,False,44,False,
S7VRZVJNA,UN43OWDS0,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-11T17:05:41.053889+00:00Z,iOS,United Kingdom,Madrid,192.0.2.121,1,False,122,True,
SE031K51F,UOOCVV7EW,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/blog/creator-stories,2025-04-12T09:03:51.897025+00:00Z,iOS,GB,Madrid,192.0.2.219,1,False,66,False,
S35MJE0A1,U9FUND345,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-12 09:17:06,Android,GB,Birmingham,192.0.2.102,2,False,44,False,
SZK8KN82B,UZ83R8HXZ,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,12/04/2025 21:18,Android,GB,Dublin,192.0.2.56,1,False,93,False,
SSK7924M8,U6MBE6V2F,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-11 22:34:42,iOS,GB,Dublin,192.0.2.237,1,False,43,True,
SL220F4CE,USZRFGIHQ,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-12 19:07:33,Android,IE,London,192.0.2.17,4,False,10,False,
S2LPBPYFJ,UY37HCACD,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,1744397831548,Desktop,GB,Birmingham,192.0.2.107,2,False,45,False,
SDPI9BDGK,UXB36MEFO,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,1744510842391,Android,GB,Madrid,192.0.2.19,3,False,46,True,
SE0L3IB9I,UP2C38JZ2,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/features/tap-to-pay,13/04/2025 04:44,Android,GB,Dublin,192.0.2.225,2,False,25,False,
SFH4ZC8EP,U94AH1I5Z,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,1744455650897,Android,GB,Glasgow,192.0.2.92,1,False,67,False,
SLCEWRV08,USABMA44W,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/pricing,1744414116402,Android,GB,Dublin,192.0.2.186,2,False,81,True,
S8KFCYDTU,UJHR61YEX,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-12 02:46:52,iOS,GB,Leeds,192.0.2.132,2,False,12,False,
SSKBOHV7W,UIXWRT2PF,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/pricing,2025-04-12 19:48:55,iOS,United Kingdom,London,192.0.2.114,2,False,3,False,
SOH8JJIBI,U71GOC8PW,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-12 01:13:44,Android,GB,Birmingham,192.0.2.156,3,False,73,False,
SG08K1RCR,U7YFJJAP2,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/features/tap-to-pay,13/04/2025 09:06,Android,GB,London,192.0.2.136,2,False,35,False,
SPUKCELZO,UQWJ7RFK6,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/features/tap-to-pay,2025-04-13 09:45:02,iOS,IE,Dublin,192.0.2.171,2,False,44,False,
S2BZNBJQ4,U5PZKTDTQ,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-12T23:51:38.188417+00:00Z,Android,GB,Madrid,192.0.2.238,1,False,31,False,
S7718EKVN,UA0VSHY4E,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/features/tap-to-pay,1744394788283,iOS,IE,Leeds,192.0.2.60,2,False,1,False,
SWVWKQEUU,UQNGM3ZI2,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/features/tap-to-pay,12/04/2025 13:56,iOS,United Kingdom,Manchester,192.0.2.97,1,False,42,False,
SIZQQ30CA,UJTJYZ6LK,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/features/tap-to-pay,2025-04-12T18:40:44.882727+00:00Z,iOS,GB,London,192.0.2.75,1,False,18,False,GN8MR3D77LC
STCV4MODY,U6AT26Q67,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/,13/04/2025 04:32,iOS,GB,Manchester,192.0.2.118,1,False,24,False,GBNHI1904LM
SBRM3R02N,U50L8UEG6,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/blog/creator-stories,2025-04-12 07:20:36,Android,IE,Birmingham,192.0.2.162,5,False,73,False,
S7FJ3J4Q0,U1EISVGD8,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/pricing,2025-04-12T05:46:34.841449+00:00Z,iOS,United Kingdom,London,192.0.2.75,2,False,32,False,
S0QZ1UV0Y,UI07FO498,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-12 02:48:30,iOS,IE,Glasgow,192.0.2.238,1,False,23,False,GPBXOA2ARG6
STRBGEX73,UI2PHSJ4A,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/pricing,2025-04-11 16:56:41,Android,IE,London,192.0.2.169,1,False,13,False,
SEUUVTLE9,ULW4V6CMC,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/features/tap-to-pay,2025-04-12T04:29:56.513612+00:00Z,Android,GB,Glasgow,192.0.2.96,1,False,23,False,
SSN2F592F,UAYD78AZA,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/features/tap-to-pay,2025-04-12 23:55:20,iOS,United Kingdom,Birmingham,192.0.2.224,1,False,16,False,
S7FV2HI0P,UHR37EHNO,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-12T20:14:57.358008+00:00Z,iOS,GB,Glasgow,192.0.2.149,1,False,66,False,
SB8ZC4KLB,URMVL2GZO,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-12T18:06:42.531699+00:00Z,iOS,GB,Madrid,192.0.2.20,1,False,55,False,
S0UEWGS0F,UGDVEN6EX,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-13 07:54:15,Android,United Kingdom,Manchester,192.0.2.48,3,False,53,False,
SNDZF8Z0L,UBJGDE3YH,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,11/04/2025 11:30,Android,GB,Glasgow,192.0.2.145,1,True,2,False,
S0HDM44X6,UU6R3X00E,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/,2025-04-12T06:51:34.680735+00:00Z,Android,GB,Glasgow,192.0.2.97,2,False,3,False,
SSJAKFY0Q,UP9RJFWY7,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,1744387763603,Android,GB,Leeds,192.0.2.114,3,False,57,False,
SQQVQOIRV,U9JZ69Q0E,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/pricing,2025-04-11 21:05:40,Android,GB,Manchester,192.0.2.63,1,True,4,False,
SF1HX2JE3,URFTQT3DA,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-12 19:38:55,iOS,IE,Dublin,192.0.2.156,3,False,38,False,
STYQXRXV7,UFS2JK9WR,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,11/04/2025 11:55,iOS,ES,Madrid,192.0.2.169,3,False,29,False,
SKANBPHK9,U8XY43AKD,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,1744465091419,iOS,GB,Leeds,192.0.2.93,6,False,43,True,
S7IJZYSJL,ULATHMNCC,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-13T09:24:40.525007+00:00Z,iOS,ES,Dublin,192.0.2.238,2,False,9,False,
SSFOIQEAB,UE31GZDGX,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,11/04/2025 11:56,iOS,GB,Dublin,192.0.2.229,4,False,67,True,
SHPNBM4BB,U2OOEYRAT,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/,2025-04-12T02:06:23.115374+00:00Z,Android,GB,Dublin,192.0.2.12,3,False,83,True,
S54N8D513,UF0ID5232,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-13T10:14:16.347116+00:00Z,iOS,GB,Glasgow,192.0.2.72,1,False,51,False,
SHK9CW7YC,U4LPO94BR,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/,12/04/2025 21:22,Android,United Kingdom,Dublin,192.0.2.60,3,False,10,False,
SLDA0S1YQ,UAYB2W157,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,1744531075004,Android,GB,Manchester,192.0.2.117,1,False,58,False,
S1RTI0YHR,ULO15CSXJ,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-13 04:35:32,iOS,GB,London,192.0.2.77,1,False,80,True,
SOWPITFOV,UO606C98I,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-11 15:44:56,iOS,United Kingdom,Birmingham,192.0.2.200,4,False,37,False,
SX0TWMXMD,UX7YVHE2O,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-11T19:25:40.707248+00:00Z,Desktop,GB,Manchester,192.0.2.40,1,False,59,False,
S1R2P9EMJ,U2XAF6SUK,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,11/04/2025 19:44,Android,GB,Dublin,192.0.2.175,1,True,8,False,
SF8ZNEIJF,U4O3ZGD8V,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-13T10:01:06.542777+00:00Z,Android,GB,Leeds,192.0.2.30,2,False,30,True,G9PUO218QG7
SR9X6CIIL,U505TXX5H,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-13 06:29:40,iOS,GB,London,192.0.2.146,2,False,17,False,
SQAAZ5P1E,U3NKC24M2,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-13 05:05:40,Desktop,IE,Glasgow,192.0.2.208,1,False,42,False,
S3JFTYTUH,U3YGLE3WL,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,1744372534270,Android,United Kingdom,Birmingham,192.0.2.152,4,False,113,True,
SNSZFCZ15,UIB5ZEV05,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-12 00:55:30,Desktop,ES,London,192.0.2.182,3,False,37,False,
SYVI84CZ3,UXDIKDMFJ,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/,2025-04-13 02:25:00,Android,GB,Leeds,192.0.2.107,3,False,45,False,
S8Z6X654U,U25FHLCAB,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/,1744444904109,Android,GB,Birmingham,192.0.2.143,1,False,104,False,G347Q9O9V79
STQK2CCNC,U8F383YV9,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,1744521331206,iOS,United Kingdom,Madrid,192.0.2.167,1,False,31,False,
SCTHR6KPZ,U6UGZ3FGN,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/features/tap-to-pay,2025-04-13 07:29:16,Desktop,GB,London,192.0.2.229,1,False,41,False,
SKL8NVLVQ,UIYB34VFW,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-12T02:02:59.691535+00:00Z,Android,United Kingdom,Glasgow,192.0.2.148,2,False,26,False,
S5QA8FTQL,US3P1A1CB,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,11/04/2025 16:50,Android,GB,Leeds,192.0.2.22,2,False,101,True,
S70MHRIQ2,UH9APE3K0,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-12T22:47:38.903858+00:00Z,Desktop,GB,Manchester,192.0.2.152,1,False,107,True,
S03G28W2Z,UUI25ON3Y,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/blog/creator-stories,1744512735546,Android,GB,Glasgow,192.0.2.226,3,False,61,False,
SODP47S4J,UDLH7LMJK,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/features/tap-to-pay,1744408538016,iOS,GB,Glasgow,192.0.2.12,4,False,19,False,
SMUMQL8JL,UNTFLXHL0,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-11T20:40:40.910792+00:00Z,iOS,GB,Birmingham,192.0.2.142,1,False,49,False,
SO7ULJVTD,UXB0CS33P,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-11 12:53:03,iOS,GB,Madrid,192.0.2.91,1,False,73,True,
SABDGD1PT,U64LESPSM,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-13T01:43:33.038251+00:00Z,Android,GB,Madrid,192.0.2.38,1,False,27,False,GNP9CFB0YTZ
SOWB7E216,UAB8VD2OW,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/,2025-04-12T02:11:07.704736+00:00Z,iOS,GB,Madrid,192.0.2.213,1,False,16,False,
SKSSC3A62,UHGEP6D78,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/,2025-04-12T09:40:53.686355+00:00Z,iOS,United Kingdom,Dublin,192.0.2.80,1,True,7,False,GNR1112C8H0
ST2A28IAU,UR734L3ZP,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-12 12:10:33,iOS,United Kingdom,London,192.0.2.134,2,False,30,False,
ST0JFILDA,URDM8059D,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/blog/creator-stories,2025-04-13 00:08:18,iOS,IE,Glasgow,192.0.2.157,2,False,25,True,
SRV397BZC,UZ5TERPIB,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/blog/creator-stories,13/04/2025 10:23,iOS,GB,Leeds,192.0.2.156,2,False,19,False,
S82N5GM59,UTQ2XGCYE,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/features/tap-to-pay,1744534619955,iOS,GB,Leeds,192.0.2.221,2,False,125,True,
SUXCYTR6K,U29Y6K0J8,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,1744507002181,iOS,IE,Manchester,192.0.2.193,1,False,18,False,
SNM8U21M1,UHXGQBNZ6,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-11 17:35:30,Android,GB,London,192.0.2.106,2,False,55,False,
SVTZSI4X1,U3EAYKH8Q,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-11 12:40:59,Android,United Kingdom,Dublin,192.0.2.245,1,False,51,False,
SFJLOGMAH,U28KM0XZC,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/pricing,2025-04-11 15:39:27,iOS,GB,Glasgow,192.0.2.159,1,True,11,False,G0F6L35MH54
S2NE2NAPN,UVO8EG0IU,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-12T22:44:30.520498+00:00Z,iOS,GB,Leeds,192.0.2.113,2,False,31,False,
S7N05A2OV,UYCPNE63J,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-13T07:35:52.436406+00:00Z,Android,GB,Manchester,192.0.2.3,1,False,21,False,
S1S2BFWWQ,UYFQGTNOH,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/features/tap-to-pay,2025-04-12 11:49:14,iOS,GB,London,192.0.2.93,1,False,72,True,GIKAMZM8ZSD
S87FLNQRY,UDNUY23U5,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-11 14:06:14,Android,GB,Madrid,192.0.2.202,1,False,92,True,
SCIMXBJXT,UEPBU1LTZ,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-13 05:04:09,Android,IE,Madrid,192.0.2.25,1,True,4,False,
S4GA5TRIE,U0V2WVLWC,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-11 23:59:25,iOS,United Kingdom,Dublin,192.0.2.7,1,False,21,False,
SN6AGVTFD,UNKPO60U1,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,1744506093464,iOS,United Kingdom,Birmingham,192.0.2.198,2,False,39,False,
SR0RK08ID,UU4FNWNBD,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/pricing,2025-04-13 07:43:00,Desktop,GB,Dublin,192.0.2.48,1,False,68,True,GIBL78EISPG
SDYW91Y6I,UTDQD4F1W,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-11T20:14:20.357450+00:00Z,Android,United Kingdom,Madrid,192.0.2.82,1,False,64,False,GJJSDR823RN
S48F2EMGW,UG7OY1D89,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/features/tap-to-pay,2025-04-11T23:52:37.510263+00:00Z,iOS,GB,Dublin,192.0.2.94,1,False,29,False,
SUM2N6HPI,U7Z40VH3V,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-11T13:36:26.803058+00:00Z,Android,GB,Dublin,192.0.2.151,1,False,31,False,
S31VCHRES,UDCERGYDQ,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/,2025-04-12 14:57:09,Android,GB,London,192.0.2.227,5,False,5,False,G85QM7P8G8G
S377E6BVI,U5LZOFPNR,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/features/tap-to-pay,2025-04-13 06:40:27,iOS,GB,Manchester,192.0.2.180,2,False,33,False,GGD1KI6OVU2
S7H05C62I,UH2JC6OFU,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/blog/creator-stories,11/04/2025 12:38,iOS,GB,Manchester,192.0.2.246,1,False,50,False,GXYX42U27FI
SXR9Q3POC,ULFKI9QBZ,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/,2025-04-12 06:21:04,Desktop,United Kingdom,Dublin,192.0.2.250,1,False,16,True,
SWCQUY4TA,UA1EB82TE,PSU16PWSS,C001,TikTok,TikTok,ugc,growth,PSU16PWSS,/signup,2025-04-11 12:36:45,Desktop,GB,Birmingham,192.0.2.123,2,False,51,False,
